ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
7/1/13,16650,16.309987987987988,74.8,78.1,73.4,7.8,0,Monday,7
7/2/13,22745,15.968826115629806,76.1,82.9,73,8,0.73,Tuesday,7
7/3/13,21864,16.238808086351998,78.5,84.9,73.9,8.8,0.06,Wednesday,7
7/4/13,22326,21.21847398,82,91,73.9,8.6,0.96,Thursday,7
7/5/13,21842,18.04044348808107,84.4,93,75.9,9,0,Friday,7
7/6/13,20467,19.326261787267303,87,95,77,9.3,0,Saturday,7
7/7/13,20477,18.638323484885486,88.8,98.1,79,8.8,0,Sunday,7
7/8/13,21615,21.49216439201172,83.7,98.1,75,8.9,0,Monday,7
7/9/13,26641,16.098854522477883,82.6,91,75,6,0,Tuesday,7
7/10/13,25732,15.531954375874399,82,91,75,8.7,0.08,Wednesday,7
7/11/13,24417,16.828634421373085,82.3,91,75,7.6,0.02,Thursday,7
7/12/13,19006,15.635127503595358,75.4,86,72,9.1,0,Friday,7
7/13/13,26119,18.615661013055622,71.4,78.1,68,10.5,0.23,Saturday,7
7/14/13,29287,19.362671151022631,80.2,93.9,69.1,6,0.01,Sunday,7
7/15/13,28069,15.318282328072488,87.2,93.9,72,7.8,0,Monday,7
7/16/13,29842,15.128550923753995,86.5,93.9,79,7.9,0,Tuesday,7
7/17/13,30550,14.669449536279322,87.4,97,78.1,4,0,Wednesday,7
7/18/13,28869,14.380492338956437,89.3,100,78.1,6.3,0,Thursday,7
7/19/13,26591,14.671052862497337,92.5,100,82.9,8.9,0,Friday,7
7/20/13,25278,17.947821557612688,89.2,100,82.9,11.3,0,Saturday,7
7/21/13,30297,18.707899021905359,82.2,95,77,7.6,0,Sunday,7
7/22/13,25979,14.700189255424251,77.1,87.1,75,8.3,0,Monday,7
7/23/13,32376,15.737208117123792,80,91,75,7.4,0.58,Tuesday,7
7/24/13,35271,15.592202753914924,79.9,91,75,7.8,0.31,Wednesday,7
7/25/13,31084,14.937073199502423,68,82.9,64,11.7,0,Thursday,7
7/26/13,34534,15.667923881778348,71.5,84,64,8.6,0.02,Friday,7
7/27/13,32470,18.914398419053487,76.9,84,64.9,8.5,0,Saturday,7
7/28/13,23508,17.54357310986331,74.8,84,71.1,7.6,0,Sunday,7
7/29/13,34915,15.691451620602415,77.3,89.1,71.1,5.7,0.13,Monday,7
7/30/13,37334,15.828179853931177,75.9,89.1,70,8.7,0,Tuesday,7
7/31/13,37261,15.392547167279456,76.1,82,70,6.2,0,Wednesday,7
8/1/13,20138,13.377141887641939,73.5,82,69.1,7.6,0,Thursday,8
8/2/13,35792,16.090496479660263,75.5,86,69.1,7.3,0.5,Friday,8
8/3/13,29540,18.49214680658994,76.4,86,70,8.1,0,Saturday,8
8/4/13,35253,19.719960003403962,74.6,81,70,8.7,0.01,Sunday,8
8/5/13,36776,16.11843684286854,71.5,81,64,9.4,0,Monday,8
8/6/13,37702,16.159205081958515,73.9,82,64,6.3,0,Tuesday,8
8/7/13,34396,14.686894793968291,74.4,82,66.9,9.5,0,Wednesday,8
8/8/13,28366,14.319887071376531,75,82,71.1,9.1,0.16,Thursday,8
8/9/13,29017,15.138192553790306,78.2,89.1,71.1,9.2,0.08,Friday,8
8/10/13,37201,20.443239877064233,78.3,89.1,72,8.9,0.04,Saturday,8
8/11/13,33060,19.430590340794513,74.8,84,66.9,5.7,0,Sunday,8
8/12/13,31457,15.305080480232276,74.8,82,66.9,5.5,0.09,Monday,8
8/13/13,22437,15.649830636894416,74,82,70,5.3,0.01,Tuesday,8
8/14/13,38150,15.555132372214938,69.5,78.1,62.1,12.4,0.73,Wednesday,8
8/15/13,37386,15.298375060182957,69.8,78.1,62.1,8.2,0,Thursday,8
8/16/13,35991,16.389049114130383,72.6,81,63,3.7,0,Friday,8
8/17/13,37285,20.104246122211794,73.6,81,66.9,5.2,0,Saturday,8
8/18/13,27612,16.94367968033222,72.5,81,68,5.2,0,Sunday,8
8/19/13,33127,14.892281723870759,73.5,80.1,68,5.5,0,Monday,8
8/20/13,35843,14.974709148229779,77.5,89.1,68,4.5,0,Tuesday,8
8/21/13,36315,15.094893294781768,81.1,90,70,4.5,0,Wednesday,8
8/22/13,26629,14.405246786085346,77.5,90,73,5.8,0,Thursday,8
8/23/13,33503,15.74394830313703,76.2,81,72,9,0.24,Friday,8
8/24/13,32941,18.079671736336682,71.5,81,64,8.9,0,Saturday,8
8/25/13,31755,19.063203694956179,73.8,82.9,64,4.8,0,Sunday,8
8/26/13,29979,15.474954134560859,75.3,84,66.9,9.1,0,Monday,8
8/27/13,34208,15.06780772528843,78.3,86,70,10.6,0.01,Tuesday,8
8/28/13,28185,14.159055644255217,78,86,73,3.2,0.1,Wednesday,8
8/29/13,34215,14.313135564323639,74.6,84.9,71.1,7.3,0,Thursday,8
8/30/13,32318,15.444152897250239,75.4,86,69.1,7.4,0,Friday,8
8/31/13,25381,17.858579252196524,78.5,86,69.1,8.8,0,Saturday,8
9/1/13,25235,18.37489135,79.6,86,73,8,0,Sunday,9
9/2/13,21416,16.858852415639397,76.9,80.6,71.6,4.8,0,Monday,9
9/3/13,32411,14.437786553947735,76.2,82,72,6.7,0.99,Tuesday,9
9/4/13,36798,15.07160715256264,73.3,82,66,10.4,0.09,Wednesday,9
9/5/13,35825,14.598231681786464,74.3,82,66,9.3,0,Thursday,9
9/6/13,35868,14.809940150923758,64.8,77,57,7.5,0,Friday,9
9/7/13,34419,17.375818104341597,68.3,79,57,6.5,0,Saturday,9
9/8/13,33196,17.081960175924813,73.9,80.1,61,8.7,0,Sunday,9
9/9/13,35394,15.262479987191805,65.9,80.1,57.9,7.7,0,Monday,9
9/10/13,36954,14.481477873392143,74.8,88,57.9,8.8,0,Tuesday,9
9/11/13,35812,14.029129900591977,83.6,93.9,69.1,7.5,0,Wednesday,9
9/12/13,31252,13.678643500149319,80.6,88,71.1,8.4,0,Thursday,9
9/13/13,36501,14.655901208186075,71.3,86,68,9.4,1.3,Friday,9
9/14/13,31607,16.690705118064567,61.6,77,55.9,10.8,0.03,Saturday,9
9/15/13,31914,17.268670489440368,61.5,73,54,6.9,0,Sunday,9
9/16/13,31287,13.804180650110263,65.8,73,54,6.9,0,Monday,9
9/17/13,38283,13.883002028750797,58.2,72,48.9,10.1,0.02,Tuesday,9
9/18/13,37957,13.932727384496491,61.8,71.1,48.9,5,0,Wednesday,9
9/19/13,39200,14.114456207482995,65,77,55,5.4,0,Thursday,9
9/20/13,39382,14.811446853892637,68.1,78.1,57,5.8,0,Friday,9
9/21/13,31826,17.045906910492473,67.4,78.1,61,9.4,0,Saturday,9
9/22/13,29758,16.500938683155233,66.3,75.9,61,12.9,0.98,Sunday,9
9/23/13,35152,13.871636037778792,58.5,68,52,10.6,0.53,Monday,9
9/24/13,38417,13.784679525557261,59.1,73,50,8,0,Tuesday,9
9/25/13,38223,13.994420898411953,64.1,73,50,5.4,0,Wednesday,9
9/26/13,38189,13.785808304311015,63.9,72,55,6.2,0,Thursday,9
9/27/13,37412,14.230190402366443,61.5,69.1,57,6.4,0,Friday,9
9/28/13,34931,17.024874753084649,64.4,73,57,7.3,0,Saturday,9
9/29/13,32592,16.523521109474721,64.6,73,57.9,4.9,0,Sunday,9
9/30/13,37148,13.728397221923116,63.9,73,57.9,4.1,0,Monday,9
10/1/13,40575,13.706243992606284,68.9,81,57.9,5.5,0,Tuesday,10
10/2/13,41383,13.913752023777878,73.9,84,62.1,6,0,Wednesday,10
10/3/13,40456,13.724642409860918,72.6,84,64.9,4.3,0,Thursday,10
10/4/13,40195,14.673060082099765,74,86,64.9,4.9,0,Friday,10
10/5/13,34181,16.759140068069005,68.3,86,64,6.7,0.03,Saturday,10
10/6/13,26574,14.685509018840468,66.5,73,64,7.6,0.01,Sunday,10
10/7/13,25016,12.651673595565505,70.7,77,64,11.8,0.33,Monday,10
10/8/13,38365,13.779678960858417,61.6,77,55.9,10.2,0,Tuesday,10
10/9/13,36969,12.841222375503802,59.7,66,54,12.3,0,Wednesday,10
10/10/13,31171,12.400746420283809,59.1,66,54,13.2,0,Thursday,10
10/11/13,33357,13.342567277233163,63.7,69.1,54,16.4,0,Friday,10
10/12/13,32457,16.876973636914478,65.7,72,60.1,15.5,0,Saturday,10
10/13/13,28832,15.950881543655193,60.9,72,57,15,0,Sunday,10
10/14/13,33018,13.90864074141377,58,64.9,53.1,6.6,0,Monday,10
10/15/13,37534,13.481594465462422,60.4,70,53.1,4.7,0,Tuesday,10
10/16/13,36911,13.337352460422816,60.1,70,55.9,5.6,0,Wednesday,10
10/17/13,36888,13.387314302754287,64.7,73,57,6.7,0,Thursday,10
10/18/13,38122,13.878873091653114,64.2,73,57.9,11.5,0.01,Friday,10
10/19/13,29548,15.613899417896306,59.4,69.1,54,5.9,0,Saturday,10
10/20/13,29256,15.908528165162698,58.4,64,51.1,10.4,0,Sunday,10
10/21/13,35012,13.790265718420358,59.3,66.9,51.1,7.3,0,Monday,10
10/22/13,36338,12.581991762525915,59.6,68,52,7.6,0,Tuesday,10
10/23/13,32365,12.022630413512537,52.8,68,50,7.8,0,Wednesday,10
10/24/13,32251,12.115275495333481,48.4,55,43,11.8,0,Thursday,10
10/25/13,30979,12.511262468123569,47.4,55,42.1,13,0,Friday,10
10/26/13,24569,14.574459006607242,49.5,55.9,42.1,10.1,0,Saturday,10
10/27/13,23965,14.660169691911813,53,59,43,10.3,0,Sunday,10
10/28/13,31498,12.784571507185643,53,61,44.1,7.7,0,Monday,10
10/29/13,33414,12.575373097105006,50.5,61,44.1,8,0,Tuesday,10
10/30/13,35069,12.16037478494777,52.9,60.1,44.1,4.5,0,Wednesday,10
10/31/13,31444,12.928038735529832,59.3,66.9,48,6.2,0,Thursday,10
11/1/13,30384,13.633155059680536,65.9,70,53.1,12.1,0.05,Friday,11
11/2/13,31013,16.587990520104473,61.5,70,55,5.7,0.05,Saturday,11
11/3/13,20798,13.263860307080808,50.9,68,42.1,11.2,0.01,Sunday,11
11/4/13,27142,12.367596345147748,39.5,55.9,34,10.3,0,Monday,11
11/5/13,31493,12.214110013865517,46.8,55,34,6.7,0,Tuesday,11
11/6/13,34826,13.00569832883478,53.2,61,42.1,5.9,0,Wednesday,11
11/7/13,25719,11.869835530152807,58.3,63,46.9,9.2,0,Thursday,11
11/8/13,28686,12.609130470148038,46,63,41,14.2,0.08,Friday,11
11/9/13,21734,14.408419220269318,44.3,50,39.9,10.3,0,Saturday,11
11/10/13,19712,13.913954274891774,50.1,60.1,39.9,11,0,Sunday,11
11/11/13,27295,12.653236856567137,48.6,60.1,44.1,13.6,0,Monday,11
11/12/13,19925,11.081814303638645,43.9,53.1,34,13.4,0.02,Tuesday,11
11/13/13,23633,11.125149861069975,34,52,30,13.4,0.01,Wednesday,11
11/14/13,27040,13.02782729289941,41,53.1,30,11.6,0,Thursday,11
11/15/13,29051,12.719770403772674,49.1,57,34,6.2,0,Friday,11
11/16/13,25194,15.311708475562964,51.9,59,43,5.5,0.03,Saturday,11
11/17/13,17995,13.467926275817353,52.6,60.8,48.2,4.5,0.02,Sunday,11
11/18/13,30615,13.219170885731394,60.3,64.9,48.9,11.4,0.25,Monday,11
11/19/13,27417,11.477858019963282,48.3,64.9,41,16.8,0.23,Tuesday,11
11/20/13,26229,11.413486344631259,38,51.1,32,9,0,Wednesday,11
11/21/13,28752,11.772228598590242,41.6,52,32,6.4,0,Thursday,11
11/22/13,25448,12.094384627475639,52.4,57,36,6.4,0,Friday,11
11/23/13,18996,14.306489962799184,47.4,57,39.9,12.8,0.07,Saturday,11
11/24/13,9392,11.097677101078935,29.4,55,24.1,22.2,0.02,Sunday,11
11/25/13,19116,11.017526330473602,27.9,35.1,24.1,11.9,0,Monday,11
11/26/13,14999,13.040990510478478,36,39.9,24.1,7,0,Tuesday,11
11/27/13,7976,11.025576730190572,48,60.1,34,13.7,1.91,Wednesday,11
11/28/13,5204,13.905294004611839,34.1,39.2,30.9,17.9,0.3,Thursday,11
11/29/13,10127,13.154390902208617,34.1,39,30.9,7.2,0,Friday,11
11/30/13,9863,13.679970597181383,31.3,39,25,7.2,0,Saturday,11
12/1/13,13326,13.558320826454549,41.1,48.9,25,3.2,0,Sunday,12
12/2/13,24576,12.38266669,44.2,48.9,37,4.5,0,Monday,12
12/3/13,27431,12.168702684310936,44,53.1,37.9,4,0,Tuesday,12
12/4/13,28199,12.269936286156719,43.8,53.1,37.9,4.3,0,Wednesday,12
12/5/13,26988,12.38379032656489,48.6,57.9,39,5.3,0.01,Thursday,12
12/6/13,10736,11.621933991554894,50.5,57.9,42.8,7.1,0.05,Friday,12
12/7/13,15545,12.230484614559879,38.2,43,35.6,10.7,0.81,Saturday,12
12/8/13,10090,12.172482656095143,32.1,37.9,28.4,8.7,0.13,Sunday,12
12/9/13,14824,10.71874663,34.5,39.2,28.9,10.9,0.19,Monday,12
12/10/13,12850,11.553900129701683,36,39,32,8.5,0.07,Tuesday,12
12/11/13,18766,11.960985292550362,30.7,39,27,13.2,0.22,Wednesday,12
12/12/13,17214,11.46136574880911,27.6,34,23,12.5,0,Thursday,12
12/13/13,17888,12.056676729278468,28.2,35.1,23,13,0,Friday,12
12/14/13,3701,12.055358912005765,28.6,35.1,24.1,12,0,Saturday,12
12/15/13,7462,15.22614581,33.7,39,24.1,14.2,1.21,Sunday,12
12/16/13,15562,11.222348241442834,31,39,26.1,12,0.77,Monday,12
12/17/13,7863,12.22394548306414,27.2,34,24.1,7.3,0,Tuesday,12
12/18/13,14924,11.485891852050392,28.6,37,24.1,9.4,0.16,Wednesday,12
12/19/13,18766,11.242665814060894,36.6,45,24.1,9.6,0,Thursday,12
12/20/13,22066,14.084528233481374,45.2,52,30.9,5.4,0,Friday,12
12/21/13,17940,14.476455778520998,53.6,60.1,37.9,6.6,0,Saturday,12
12/22/13,15063,15.07031247,58.4,69.1,50,9,0.01,Sunday,12
12/23/13,6956,11.885990511788378,58.5,69.1,50,6.2,0.09,Monday,12
12/24/13,11025,12.736034769463339,39.2,62.1,34,10.7,0.44,Tuesday,12
12/25/13,3260,13.754074642126785,25.6,42.1,19,10.3,0,Wednesday,12
12/26/13,9763,11.935071187135105,31.7,36,19,6.2,0,Thursday,12
12/27/13,11720,12.436033845278727,35.6,39.9,30,10.3,0,Friday,12
12/28/13,12022,16.256094382520928,42.4,55,32,9.3,0,Saturday,12
12/29/13,3775,12.156847682119203,45.2,55,36,7.1,0,Sunday,12
12/30/13,13241,12.348442967550284,40.5,48,28.9,11.3,1.2,Monday,12
12/31/13,10424,13.23923317984139,26,44.1,21,9.9,0,Tuesday,12
1/1/14,6059,15.377444022666005,28.9,33.1,21,9.4,0,Wednesday,1
1/2/14,8600,12.980327519379847,28.9,33.1,25,14.2,0.01,Thursday,1
1/3/14,1144,13.388869463869465,16.6,32,10.9,16.7,0.3,Friday,1
1/4/14,2292,20.398247527632346,15.8,27,9,6.8,0.25,Saturday,1
1/5/14,2678,13.737303958177742,29.1,35.6,26.1,4.8,0,Sunday,1
1/6/14,9510,12.80507360672976,44.7,53.1,25,11.2,0.17,Monday,1
1/7/14,6267,12.101688739960641,14,36,3.9,19.6,0.24,Tuesday,1
1/8/14,9246,10.233461316605377,12.9,21.9,3.9,11.4,0,Wednesday,1
1/9/14,13354,10.864896909789822,25.7,33.1,9,7,0,Thursday,1
1/10/14,9847,11.194096340679058,30.2,34,23,4.8,0,Friday,1
1/11/14,7695,12.369558154645874,43.7,55,27,9.2,0.22,Saturday,1
1/12/14,12515,12.069734984685045,47.6,55.9,34,13.6,0.45,Sunday,1
1/13/14,20633,11.779531171747525,41.8,54,35.1,8.9,0.02,Monday,1
1/14/14,9999,11.11603493682702,45.8,50,35.1,6.6,0.02,Tuesday,1
1/15/14,21630,11.704905994760368,42.4,50,36,5.5,0.36,Wednesday,1
1/16/14,19953,11.388402746454169,39.1,41,37,5.9,0,Thursday,1
1/17/14,20301,12.211397632300544,38.3,46,33.1,5.5,0,Friday,1
1/18/14,9438,14.084099738645193,37.5,46,32,7.7,0,Saturday,1
1/19/14,9028,13.605822625904592,29.8,39,25,12.1,0.15,Sunday,1
1/20/14,13407,13.10331046,39.6,46,25,11.1,0,Monday,1
1/21/14,3804,14.296617595513489,25.7,46,14,12.5,0,Tuesday,1
1/22/14,2451,16.576716986264113,12.6,32,7,16.6,0.25,Wednesday,1
1/23/14,5071,15.401988430947219,13.5,21,7,11.9,0,Thursday,1
1/24/14,6176,13.034348013816928,15.7,21,8.1,12.8,0,Friday,1
1/25/14,4338,11.466901029660367,22,27,10.9,12.6,0,Saturday,1
1/26/14,4980,11.962151941097725,21.9,27,18,12.7,0.02,Sunday,1
1/27/14,13119,10.535111924181214,33.7,44.1,18,9.4,0,Monday,1
1/28/14,10033,14.218656766005521,18.5,28,12.9,11.8,0,Tuesday,1
1/29/14,10021,11.171130625686056,18.2,23,12.9,8.1,0.05,Wednesday,1
1/30/14,12158,11.191953172122602,21.6,28.9,14,7.5,0,Thursday,1
1/31/14,14653,11.705812234127258,30.5,39,18,7.3,0,Friday,1
2/1/14,12771,13.671289118575938,38.2,44.1,26.1,3.2,0,Saturday,2
2/2/14,13816,13.738225004825322,40.3,55,30,3.3,0,Sunday,2
2/3/14,2600,13.292378205128207,35.6,55,30,8.2,0.27,Monday,2
2/4/14,8709,12.542329773797222,29.6,42.1,25,6.2,0.81,Tuesday,2
2/5/14,2746,15.422347657198349,31.5,36,25,9,0.74,Wednesday,2
2/6/14,7196,17.346933481563827,28.4,34,21.9,8.6,0.44,Thursday,2
2/7/14,8495,17.482438689425145,28.5,33.1,21.9,8.9,0,Friday,2
2/8/14,5986,17.377703530459957,26.8,33.1,21.9,8,0,Saturday,2
2/9/14,4996,17.122084334133977,26.1,28.9,21,6.5,0,Sunday,2
2/10/14,6846,14.403897653130779,25.9,28.9,21,12.4,0.1,Monday,2
2/11/14,8343,16.451386391785526,22.6,28.9,18,11.3,0,Tuesday,2
2/12/14,8580,14.081419968919965,19,26.1,14,9.2,0,Wednesday,2
2/13/14,876,81.110083713850827,28.7,36,14,15.8,0.18,Thursday,2
2/14/14,3609,28.906183615036486,35.4,39.9,24.1,16.4,1.75,Friday,2
2/15/14,2261,18.350471767654426,34.5,39,30.2,9.7,0.25,Saturday,2
2/16/14,3003,21.346797646797651,27.2,37,21.9,14,0.05,Sunday,2
2/17/14,4854,16.118342260678475,24.4,33.1,19,11.2,0,Monday,2
2/18/14,5140,14.629364461738003,30.6,39.9,19,7.2,0.05,Tuesday,2
2/19/14,8506,14.158004153930554,36.4,45,25,5.3,0.1,Wednesday,2
2/20/14,11792,13.573103233830846,42.5,50,28,8.1,0.25,Thursday,2
2/21/14,8680,11.75462173579109,37.1,46.9,33.8,8.2,0.02,Friday,2
2/22/14,13044,16.471369978534188,45.5,55,34,9.4,0.11,Saturday,2
2/23/14,13324,15.581533323326324,48,55,37.9,5.2,0,Sunday,2
2/24/14,12922,12.58724398,40,54,33.1,13.2,0,Monday,2
2/25/14,12830,11.434589503767208,28.7,44.1,24.1,12.9,0,Tuesday,2
2/26/14,11188,11.072612024788464,28,33.1,24.1,9.2,0,Wednesday,2
2/27/14,12036,10.512638473468485,24.7,33.1,19,9.6,0.01,Thursday,2
2/28/14,9587,11.09042453322207,17.3,33.1,10,13.3,0,Friday,2
3/1/14,9202,11.874632326305877,26.6,37.9,10,5.6,0,Saturday,3
3/2/14,8195,11.216150091519221,36.6,39,21,6,0,Sunday,3
3/3/14,7708,11.456964625497319,25.9,39,19.9,10.6,0.01,Monday,3
3/4/14,10398,10.333017567480924,20.3,32,12.9,6.4,0,Tuesday,3
3/5/14,13801,10.518999830930124,30.6,37,12.9,5.1,0,Wednesday,3
3/6/14,12773,10.194545786685461,24.2,37,16,10.2,0,Thursday,3
3/7/14,13304,11.046503557827219,29.2,36,16,10.2,0,Friday,3
3/8/14,16350,15.866276248725791,41.6,55.9,26.1,7.3,0,Saturday,3
3/9/14,12262,12.70534034687109,41.4,55.9,35.1,11.3,0,Sunday,3
3/10/14,17231,11.223293289226786,41.9,51.1,35.1,8.7,0,Monday,3
3/11/14,24356,12.948284474735862,52.3,64.9,37,7,0,Tuesday,3
3/12/14,15101,10.971585766947003,48.1,64.9,39,7.4,0,Wednesday,3
3/13/14,10979,10.652381819837871,28.8,54,19,20.9,0.35,Thursday,3
3/14/14,16299,10.919300775098675,29.7,44.1,19,12.9,0,Friday,3
3/15/14,18053,14.778114440813159,47.9,57.9,39,11.1,0,Saturday,3
3/16/14,9851,12.279863296450445,37.7,57.9,30,14.2,0,Sunday,3
3/17/14,12503,10.621213575408564,28.3,33.1,23,9.3,0,Monday,3
3/18/14,16679,11.345885045066648,32.1,41,23,9.4,0,Tuesday,3
3/19/14,13341,10.864158109087272,35.8,45,27,9.4,0,Wednesday,3
3/20/14,19695,11.966702208682404,45.3,53.1,30.9,11.4,0.99,Thursday,3
3/21/14,20718,12.220391286160183,43.7,53.1,39,14.1,0,Friday,3
3/22/14,19880,16.05780600268276,48.4,63,37,9.7,0,Saturday,3
3/23/14,11740,12.281138557637705,41.5,63,35.1,11,0,Sunday,3
3/24/14,13598,10.486559297935973,28.1,42.1,21.9,12.8,0,Monday,3
3/25/14,16037,10.424924653405668,31.6,37.9,21.9,7.5,0,Tuesday,3
3/26/14,14500,10.198148275862069,33.4,37.9,26.1,16.8,0,Wednesday,3
3/27/14,16666,11.413531541261648,30.1,42.1,23,12.7,0,Thursday,3
3/28/14,18425,12.244414292175486,44.9,60.1,23,8.1,0,Friday,3
3/29/14,4480,11.066566220238093,48.3,60.1,37.9,6.7,0.03,Saturday,3
3/30/14,7907,12.75450234,44.1,55,41,12.4,1.97,Sunday,3
3/31/14,17085,11.82974539069359,42.1,53.1,35.6,15.2,0.29,Monday,3
4/1/14,23908,12.853388684401319,45.9,59,36,8.5,0.02,Tuesday,4
4/2/14,22515,12.002125249833444,45.6,59,39,5.7,0,Wednesday,4
4/3/14,26321,12.891668882894521,50.7,64,41,3.9,0,Thursday,4
4/4/14,12566,10.684554883548197,44.7,51.1,39.2,9.8,0.09,Friday,4
4/5/14,18655,14.951773429822213,45.3,54,39,12.8,0.17,Saturday,4
4/6/14,20750,16.594725301204821,44.9,59,37,9.7,0,Sunday,4
4/7/14,14677,11.32383207285776,46.1,59,37,6.9,0,Monday,4
4/8/14,21884,12.149883476512521,51,64.9,41,10.7,0.99,Tuesday,4
4/9/14,26931,12.847673065735897,51.4,64.9,43,13.2,0.01,Wednesday,4
4/10/14,27463,12.728735025306777,49.8,59,42.1,10.4,0,Thursday,4
4/11/14,26798,13.810168047366719,59.2,73.9,42.1,8.8,0,Friday,4
4/12/14,27108,17.636654001278842,58.8,73.9,48.9,6.6,0,Saturday,4
4/13/14,26871,18.378644263332212,59.8,73.9,48.9,8.2,0,Sunday,4
4/14/14,28832,14.838482126341098,61.7,73.9,50,10.5,0,Monday,4
4/15/14,10523,10.554770502708353,56.9,61,44.6,13.7,0.1,Tuesday,4
4/16/14,20082,11.889953689871527,38.9,46.9,32,14.1,0.82,Wednesday,4
4/17/14,22282,12.433921251832574,41.1,46.9,32,11.4,0.05,Thursday,4
4/18/14,20770,12.430917188252288,39.9,46.9,35.1,7.1,0,Friday,4
4/19/14,24369,18.437031337628412,50.6,64.9,35.1,6.8,0,Saturday,4
4/20/14,18464,16.71380073,51.6,64.9,42.1,9.2,0,Sunday,4
4/21/14,27124,13.895182003637615,49.9,63,41,5.4,0,Monday,4
4/22/14,27259,12.705970505154264,56.4,66,41,7.7,0,Tuesday,4
4/23/14,26949,12.408973122070083,55.6,66,48,16,0,Wednesday,4
4/24/14,28107,13.015390590718798,49.4,62.1,43,17.9,0,Thursday,4
4/25/14,27919,13.529182635481217,52.3,60.1,43,8.9,0,Friday,4
4/26/14,19899,16.160248421193696,52,64,44.6,8.2,0.7,Saturday,4
4/27/14,21926,15.819971723068504,51.3,64,45,10.8,0.06,Sunday,4
4/28/14,28557,13.442739666865101,53.7,64,46,7.3,0,Monday,4
4/29/14,18404,11.008666594218647,49.9,64,44.1,13.4,0,Tuesday,4
4/30/14,2867,9.4953958841995121,44.5,51.1,42.1,14.1,0.55,Wednesday,4
5/1/14,26762,14.309317315596745,59.3,77,42.1,7.9,4.88,Thursday,5
5/2/14,32377,14.010143002748867,62.8,77,48.9,7.6,0.01,Friday,5
5/3/14,25501,18.089191273544834,61.7,69.1,54,7.2,0,Saturday,5
5/4/14,21277,15.43626372765584,58.7,69.1,54,12.2,0.03,Sunday,5
5/5/14,30288,14.396794109878499,57.5,66.9,50,15.6,0,Monday,5
5/6/14,32233,14.299347459642812,59.2,68,50,8.6,0,Tuesday,5
5/7/14,32882,13.288734464651375,59,68,51.1,7,0,Wednesday,5
5/8/14,17619,12.222241141192274,55.6,68,51.1,6.7,0.32,Thursday,5
5/9/14,22641,12.287202420387795,54.9,63,52,5.5,0.09,Friday,5
5/10/14,21832,15.364831440087947,65.4,82,52,7.1,0.02,Saturday,5
5/11/14,28326,18.773016545458816,69.3,82,55,9.8,0.93,Sunday,5
5/12/14,31644,14.389985463278983,73.2,82,62.1,4.4,0.02,Monday,5
5/13/14,32847,13.422771232278954,65.8,82,59,7.7,0,Tuesday,5
5/14/14,30044,12.947753295167088,56.5,71.1,51.1,7.1,0,Wednesday,5
5/15/14,26057,12.978048764887241,60.7,75,51.1,8.5,0.14,Thursday,5
5/16/14,17784,11.656169403208876,67.2,75,54,15.9,0.03,Friday,5
5/17/14,29912,17.701291566372472,62.2,71.1,54,9.8,1.58,Saturday,5
5/18/14,27436,17.056795208242207,60.4,70,53.1,7.6,0,Sunday,5
5/19/14,31692,13.411918885943875,60.4,70,53.1,10.5,0,Monday,5
5/20/14,35567,14.05360774500708,65.5,77,53.1,8.9,0,Tuesday,5
5/21/14,34420,13.388106236684099,69.7,77,57,6.7,0,Wednesday,5
5/22/14,24535,12.212325249643365,62.9,75,57.9,6.2,0.27,Thursday,5
5/23/14,24484,12.904456651963189,60.3,68,57,6,0.01,Friday,5
5/24/14,16798,15.957243917926741,60.2,68,57,6.2,1.09,Saturday,5
5/25/14,25637,20.052994370116103,65.5,81,55.9,5.4,0.02,Sunday,5
5/26/14,26930,19.528184800099027,75.2,87.1,55.9,7.2,0,Monday,5
5/27/14,32936,14.420076309610558,79.5,87.1,66,7.6,0,Tuesday,5
5/28/14,29690,12.473383294038392,61.3,86,54,11.7,0,Wednesday,5
5/29/14,33889,13.324726312372745,55.6,63,51.1,9.8,0,Thursday,5
5/30/14,34343,14.141829970202567,63.2,75.9,51.1,4.1,0,Friday,5
5/31/14,27734,16.663981635056853,64,75.9,55.9,10.6,0.03,Saturday,5
6/1/14,31333,18.015508143703656,65.1,77,57,6,0.01,Sunday,6
6/2/14,34519,14.685100476066321,69.7,79,57,9.3,0,Monday,6
6/3/14,29501,13.369560918838909,75.7,84.9,61,7.4,0,Tuesday,6
6/4/14,36068,13.843021977006392,69.5,84.9,62.1,6.8,0.06,Wednesday,6
6/5/14,24619,13.550492167296262,67,81,62.1,7.9,0.4,Thursday,6
6/6/14,37719,14.525447829122372,67.8,75.9,61,11.3,0.3,Friday,6
6/7/14,31204,17.868468251933514,71.5,82,61,6.4,0,Saturday,6
6/8/14,30162,18.067772362575429,76.4,84.9,63,5.5,0,Sunday,6
6/9/14,18611,12.932912435298126,68,84.9,62.1,7,0.45,Monday,6
6/10/14,33435,13.348906335676187,66.9,75.2,63,6.5,0.79,Tuesday,6
6/11/14,30548,13.418144122910396,65.6,75,61,9.5,0.04,Wednesday,6
6/12/14,29084,12.583449663044972,63.6,75.9,59,9,0.01,Thursday,6
6/13/14,18308,12.68485998834754,65.7,75.9,59,8.4,0.14,Friday,6
