ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
4/21/17,39868,13.169335891776189,52.3,66,48.9,11.2,0.3,Friday,4
4/22/17,34596,16.986248410220835,51.8,55.9,48,6.9,0.02,Saturday,4
4/23/17,49107,20.696603674968276,54.7,64.9,48,7,0.07,Sunday,4
4/24/17,48692,14.03116186,53.5,64.9,48,6,0,Monday,4
4/25/17,20332,11.593425798413007,52.8,59,48,16.3,0.07,Tuesday,4
4/26/17,37727,12.711058834963461,55.2,62.1,50,11.9,0.73,Wednesday,4
4/27/17,52035,14.989963486115114,62,69.1,53.1,5.1,0.13,Thursday,4
4/28/17,62199,16.742810173797007,66.6,84.9,55,5.9,0.01,Friday,4
4/29/17,57701,22.421804936945055,76.9,88,55,8.8,0.06,Saturday,4
4/30/17,42928,17.93472442,64.7,88,55.9,10.1,0,Sunday,4
5/1/17,56218,15.693653574774396,55.9,73,50,9.3,0,Monday,5
5/2/17,61207,17.97880797947947,70.5,78.1,50,12.9,0,Tuesday,5
5/3/17,59252,17.574413240621986,64.3,78.1,61,14.1,0,Wednesday,5
5/4/17,57429,16.835364246867144,57.7,66.9,51.1,8.9,0,Thursday,5
5/5/17,24009,12.928580254626739,56,66,51.1,11.4,0.01,Friday,5
5/6/17,46618,17.841924792998405,62.4,66.9,53.1,13.8,2.31,Saturday,5
5/7/17,34293,15.373477094450761,56.1,66.9,53.1,12.2,0.01,Sunday,5
5/8/17,51553,14.05776256150628,53.4,62.1,48,12.5,0,Monday,5
5/9/17,56461,13.922706528990515,55.6,64,48,9.2,0,Tuesday,5
5/10/17,58454,15.49098294,56.8,64.9,48.9,6.2,0,Wednesday,5
5/11/17,57208,13.885394525241225,57.1,64.9,52,6.4,0,Thursday,5
5/12/17,56675,14.965937068078224,56.5,64,52,6.9,0,Friday,5
5/13/17,5704,19.468972066386169,53.2,55.9,48,11.1,0.13,Saturday,5
5/14/17,38729,17.567197707144519,55.4,70,46.9,13.4,1.61,Sunday,5
5/15/17,54715,14.220029547046815,61.7,70,46.9,17.8,0.01,Monday,5
5/16/17,64504,15.439990026458311,68.8,82.9,54,10.3,0,Tuesday,5
5/17/17,65794,17.138806476781067,79.2,93.9,59,6.8,0,Wednesday,5
5/18/17,63753,15.253955892271742,88.1,97,66,10.1,0,Thursday,5
5/19/17,62143,15.827023156268607,87.9,97,80.1,11,0,Friday,5
5/20/17,47859,18.145077205959176,67.3,96.1,61,10.9,0.01,Saturday,5
5/21/17,54874,21.245994763761821,62.4,71.1,57,7.9,0,Sunday,5
5/22/17,24627,12.423489124402758,59.8,71.1,57,7.5,0.11,Monday,5
5/23/17,60032,15.90623278695807,63.4,70,57,4.9,0.53,Tuesday,5
5/24/17,60622,16.644185279271543,62.8,70,57,7.4,0.03,Wednesday,5
5/25/17,17495,11.630573497189669,58.4,69.1,55.9,11.7,0.1,Thursday,5
5/26/17,53768,17.633706541685264,63.5,75.9,55.9,11.1,0.89,Friday,5
5/27/17,46534,20.084620922336345,67.4,75.9,57,8,0.12,Saturday,5
5/28/17,46727,24.947691199235276,64.5,72,57.9,6.8,0,Sunday,5
5/29/17,26322,15.230585315198946,59.1,71.1,55.9,9.5,0.13,Monday,5
5/30/17,50194,14.597552164269299,58.3,64,55,7.6,0.03,Tuesday,5
5/31/17,59495,15.222119785976416,63.1,78.1,55,6.6,0.08,Wednesday,5
6/1/17,67403,15.789940111468828,69.4,82,57.9,6.9,0.05,Thursday,6
6/2/17,66907,16.272086378605128,70.6,82,60.1,8.8,0,Friday,6
6/3/17,56264,19.403297549646904,66.1,79,59,9.2,0,Saturday,6
6/4/17,40138,17.706767070274214,66,73.9,59,6.3,0,Sunday,6
6/5/17,55883,15.639769995645668,61.8,71.1,59,7.9,0.06,Monday,6
6/6/17,41268,12.379238554489351,58,66.9,55,11.5,0.02,Tuesday,6
6/7/17,64453,15.883515119544475,58.6,70,52,8,0.03,Wednesday,6
6/8/17,62653,15.590405620374661,63.9,71.1,52,5.4,0,Thursday,6
6/9/17,66506,19.486973105183495,66.7,82.9,55.9,7.2,0,Friday,6
6/10/17,57087,21.407791032400837,78.1,88,55.9,7.6,0,Saturday,6
6/11/17,51427,20.406840116410955,83.7,93.9,66.9,9,0,Sunday,6
6/12/17,57871,15.694316669834629,86.7,96.1,75,8.5,0,Monday,6
6/13/17,60921,15.213903798908968,89.7,100.9,75.9,8.5,0,Tuesday,6
6/14/17,60513,17.423499633687531,78.8,93.9,71.6,7.8,0.48,Wednesday,6
6/15/17,64763,18.41413950352311,70.7,82.9,64,8.1,0.02,Thursday,6
6/16/17,56403,16.594723684910381,65.6,75.9,63,9.1,0,Friday,6
6/17/17,34900,18.477302769818529,67,73.9,63,7,0,Saturday,6
6/18/17,49472,22.722582807783535,75.3,84,64,8.8,1.26,Sunday,6
6/19/17,38310,16.131654920386318,78.5,87.1,70,11.1,0,Monday,6
6/20/17,64673,17.394913127064875,76.9,87.1,70,11,1.23,Tuesday,6
6/21/17,67218,17.44870942,80.3,87.1,70,8.7,0.01,Wednesday,6
6/22/17,66308,17.513423719611517,77.1,87.1,68,7.6,0,Thursday,6
6/23/17,55323,16.401218601064055,81.2,87.1,68,9.3,0,Friday,6
6/24/17,52153,20.705803756894777,79.5,87.1,70,10,0.96,Saturday,6
6/25/17,54655,23.203702009575213,78.2,86,70,7.1,0.18,Sunday,6
6/26/17,62669,20.131003366895914,74,84,66.9,9,0,Monday,6
6/27/17,64767,16.471872764422208,71.2,81,62.1,7.7,0.16,Tuesday,6
6/28/17,67752,19.712283032235209,71.5,81,62.1,10.1,0,Wednesday,6
6/29/17,64272,17.414588000995771,76.2,82.9,64,10.9,0,Thursday,6
6/30/17,58662,19.612318025297455,80.2,89.1,69.1,11.7,0,Friday,6
7/1/17,36737,23.083911315567402,79,89.1,73.9,9.4,0,Saturday,7
7/2/17,43036,26.901029370759364,79.8,91,73,7.4,0.07,Sunday,7
7/3/17,48193,21.414255873951266,83.3,91,73,7.2,0,Monday,7
7/4/17,49924,25.360597441444327,77.8,90,70,4.2,0.12,Tuesday,7
7/5/17,60321,18.00627089515536,76.7,87.1,70,7.6,0,Wednesday,7
7/6/17,62147,17.693810642508893,74.5,84.9,69.1,7.1,0,Thursday,7
7/7/17,44068,15.803184094278544,72.4,82,68,8.4,0.01,Friday,7
7/8/17,55015,20.278051137568539,78.5,87.1,68,7.5,2.13,Saturday,7
7/9/17,57118,20.397538137423112,76.3,87.1,70,8.5,0,Sunday,7
7/10/17,60907,16.566612759343474,78.7,88,70,8,0,Monday,7
7/11/17,61671,15.85264684103279,80.5,89.1,72,8.5,0,Tuesday,7
7/12/17,61786,15.488337703255318,84.2,91,75,9.1,0,Wednesday,7
7/13/17,56475,17.33239221,86,93.9,78.1,9.1,0,Thursday,7
7/14/17,31851,16.518075308990827,69.8,93.9,64.9,8.4,0.01,Friday,7
7/15/17,56499,18.995504640200128,73.7,86,64.9,6.9,0.47,Saturday,7
7/16/17,56833,21.48952515850533,78,86,66.9,6.6,0.01,Sunday,7
7/17/17,62555,16.636904857059125,80.1,87.1,71.1,7.2,0,Monday,7
7/18/17,66234,16.656136073114517,80.5,88,75,7.9,0,Tuesday,7
7/19/17,63915,16.217755091397425,84.8,93.9,75.9,7.6,0,Wednesday,7
7/20/17,59663,15.186770136712315,87.2,98.1,77,5,0,Thursday,7
7/21/17,60072,15.763409741643361,84.4,98.1,77,8.7,0,Friday,7
7/22/17,48011,18.969343830927631,85.3,93.9,77,7.5,0,Saturday,7
7/23/17,46942,17.4802888,76.4,91,72,5.4,0.6,Sunday,7
7/24/17,43792,15.022174521982704,70.2,80.1,64,11.1,0.46,Monday,7
7/25/17,65336,14.882792283988413,65.8,73,62.1,9.1,0.45,Tuesday,7
7/26/17,70323,16.075239964165348,70.5,78.1,62.1,7.5,0,Wednesday,7
7/27/17,65769,14.640754762882208,72.2,78.1,64.9,7.9,0,Thursday,7
7/28/17,63899,15.266647887030057,76.9,84,66.9,5.8,0,Friday,7
7/29/17,52947,17.363740155249584,73.3,84,68,13.2,0,Saturday,7
7/30/17,59342,19.029697347578448,72.9,82,66,7,0,Sunday,7
7/31/17,64218,14.69978225212038,77.7,89.1,66,5.3,0,Monday,7
8/1/17,66677,17.66634772,81.3,91,70,5.1,0,Tuesday,8
8/2/17,56184,20.026276164032456,79.6,91,69.1,6.1,0,Wednesday,8
8/3/17,66149,19.157882205324356,76.2,88,69.1,6.2,0.08,Thursday,8
8/4/17,56394,18.536455414878656,78.1,87.1,70,10,0.1,Friday,8
8/5/17,58971,24.419910068790877,76.3,84.9,70,10,0.82,Saturday,8
8/6/17,56476,22.546589996930855,72,80.1,66,10.9,0.16,Sunday,8
8/7/17,23395,12.287061337892705,70.2,78.1,66,5.8,0,Monday,8
8/8/17,65233,18.123004971921159,70.3,80.1,64.9,7.1,0.43,Tuesday,8
8/9/17,67884,21.832384165144465,76.5,84.9,64.9,5.2,0,Wednesday,8
8/10/17,66249,16.363312905352029,77.5,86,68,6,0,Thursday,8
8/11/17,63140,19.479002481258586,75.9,86,71.1,7.7,0,Friday,8
8/12/17,60540,23.132614524832068,71.8,82,64.9,5.9,0.17,Saturday,8
8/13/17,57518,21.75249139,76.8,84.9,64.9,8,0.16,Sunday,8
8/14/17,61482,23.302006549342355,76.6,84.9,71.1,5.8,0,Monday,8
8/15/17,52461,15.563273034571715,73.2,77,69.1,5.3,0.32,Tuesday,8
8/16/17,68436,17.916156457614896,76.8,86,69.1,4.8,0.12,Wednesday,8
8/17/17,66656,17.591802438390143,76.4,86,70,7,0,Thursday,8
8/18/17,36620,17.119950391407244,77.3,82.9,70,7.7,0.01,Friday,8
8/19/17,62442,24.20079060034379,80.1,89.1,73,7.5,0.9,Saturday,8
8/20/17,55442,20.311299496170182,78.7,89.1,71.1,10.4,0,Sunday,8
8/21/17,61059,18.411591520769512,80.8,88,71.1,6.7,0,Monday,8
8/22/17,60541,19.689789839392589,81.5,91,75,8.6,0,Tuesday,8
8/23/17,65070,20.257814148865325,78.2,84,73.4,11.1,0.25,Wednesday,8
8/24/17,66307,19.998282232645124,75.2,82,69.1,6.8,0.02,Thursday,8
8/25/17,64217,16.986893657442739,72.3,81,66,6,0,Friday,8
8/26/17,50109,19.136690015765634,71,78.1,64,5.7,0,Saturday,8
8/27/17,54598,22.603337423837253,70.2,77,64,7.1,0,Sunday,8
8/28/17,60886,16.823883706161244,69.8,77,64,9.3,0,Monday,8
8/29/17,35152,14.879735150204819,66.5,75,64,11.6,0,Tuesday,8
8/30/17,65329,16.343364100680148,67.5,80.1,61,10.6,0.32,Wednesday,8
8/31/17,64881,15.472770148425576,74,82,61,9.8,0.01,Thursday,8
9/1/17,54881,16.895487205651012,65.4,82,55.9,10.7,0,Friday,9
9/2/17,37812,21.403479935822848,63.2,72,55.9,7.9,0,Saturday,9
9/3/17,30955,20.100291283045284,62.6,72,55.9,9.8,0.79,Sunday,9
9/4/17,55285,22.741680383467486,71.3,82,59,11.2,0.4,Monday,9
9/5/17,65445,17.34460895917692,76.4,84.9,64,8.8,0,Tuesday,9
9/6/17,42295,13.882774953698226,69.9,84.9,62.1,7,0,Wednesday,9
9/7/17,69519,16.865664782289731,65.4,73,60.8,8.3,0.44,Thursday,9
9/8/17,69574,15.893449181207538,67.5,75,61,10.6,0,Friday,9
9/9/17,60155,18.967705926356913,63.7,73,57.9,9.1,0,Saturday,9
9/10/17,60711,18.793300225659273,65,73,59,9.7,0,Sunday,9
9/11/17,71917,16.345572674054814,67.7,78.1,59,5.1,0,Monday,9
9/12/17,74580,15.460779476177704,71.9,82,59,2.9,0,Tuesday,9
9/13/17,69566,16.056317022683498,74,84,63,4.9,0,Wednesday,9
9/14/17,72071,14.615057373978438,75.1,84,66.9,7,0.02,Thursday,9
9/15/17,72297,17.24702039273183,76.6,82.9,70,6.3,0,Friday,9
9/16/17,61036,18.35468794,74.2,82,69.1,5.8,0,Saturday,9
9/17/17,59967,18.680991767694461,72.8,81,69.1,5.1,0,Sunday,9
9/18/17,64130,14.65827147980664,70.6,81,68,8.7,0,Monday,9
9/19/17,57910,13.97003165832038,72.3,78.1,68,13.7,0,Tuesday,9
9/20/17,71150,15.325442492386973,73.9,78.1,69.1,13.3,0.19,Wednesday,9
9/21/17,67742,15.094857449342113,75.8,79,71.1,10.2,0,Thursday,9
9/22/17,70127,17.240455411848032,73.8,81,68,11.5,0,Friday,9
9/23/17,62687,21.878944331892303,76.5,86,68,10,0,Saturday,9
9/24/17,57458,18.536830380451811,79.5,91,70,3.5,0,Sunday,9
9/25/17,69200,14.692419315992289,77.5,91,71.1,5.5,0,Monday,9
9/26/17,71518,14.116304053991067,73.7,86,68,5.6,0,Tuesday,9
9/27/17,69897,14.354635868969106,75,84,68,7.2,0,Wednesday,9
9/28/17,70883,14.306545528076782,74.1,84,68,11.8,0,Thursday,9
9/29/17,67177,14.832269477152398,63.3,77,57,9,0,Friday,9
9/30/17,50153,15.510478602144104,62.1,70,55.9,9.4,0,Saturday,9
10/1/17,55505,20.975704591177962,58.8,70,52,6.8,0,Sunday,10
10/2/17,65511,16.055658082866486,64.5,73.9,52,4.8,0,Monday,10
10/3/17,69105,15.444736270892118,64,73.9,55.9,5.2,0,Tuesday,10
10/4/17,71454,17.479944906280025,64.8,75,57.9,6.8,0,Wednesday,10
10/5/17,70174,15.332242473470709,73,84,57.9,9.5,0,Thursday,10
10/6/17,70257,26.954173486864896,74.7,84,66,7,0,Friday,10
10/7/17,63635,26.912435242659953,72.4,82,66,6.4,0,Saturday,10
10/8/17,41044,27.229053373615315,74,82,66,9.3,0,Sunday,10
10/9/17,38391,15.025982218054574,73.9,80.1,71.1,9,0.39,Monday,10
10/10/17,74118,15.892096161975948,75.1,81,69.1,8.4,0.21,Tuesday,10
10/11/17,63589,15.352759911305412,70.8,81,68,7,0,Wednesday,10
10/12/17,61248,21.156885667014972,62.7,78.1,59,14.4,0.07,Thursday,10
10/13/17,67020,17.568579279816962,59.1,68,53.1,11.2,0.03,Friday,10
10/14/17,58777,22.402013826269918,65.7,73,53.1,6.6,0.03,Saturday,10
10/15/17,56529,16.607031199325416,69.8,75,62.1,6.8,0,Sunday,10
10/16/17,61730,13.429257519304498,62.6,75,55,14,0.01,Monday,10
10/17/17,64480,14.584902036807284,51.8,71.1,45,8.7,0,Tuesday,10
10/18/17,70234,16.483878415961879,60,73.9,45,6.2,0,Wednesday,10
10/19/17,72311,15.955407890915627,64.7,73.9,52,7.9,0,Thursday,10
10/20/17,72173,17.638841856834745,66.9,73.9,57.9,9.7,0,Friday,10
10/21/17,65874,18.130275981419068,67.7,79,59,4.6,0,Saturday,10
10/22/17,62150,20.691869670152855,66.7,75.9,57.9,4.5,0,Sunday,10
10/23/17,69274,16.22145971071398,66.9,75.9,57.9,7.1,0,Monday,10
10/24/17,48077,13.248867788478206,70.8,75.9,61,17.4,0.04,Tuesday,10
10/25/17,71287,16.319445106868478,64.8,75.9,61,5.5,0.09,Wednesday,10
10/26/17,64003,14.974387398507357,58,68,53.1,10.5,0,Thursday,10
10/27/17,69268,18.718623799349384,55.7,63,51.1,8.9,0,Friday,10
10/28/17,61348,21.18242349655517,60.9,68,51.1,9,0,Saturday,10
10/29/17,9537,14.528385935479358,64,68,54,10.3,0.1,Sunday,10
10/30/17,49247,13.980375454342397,57.1,68,46.9,15.9,2.79,Monday,10
10/31/17,60242,13.936887055542639,53.8,62.1,46.9,13.2,0.05,Tuesday,10
11/1/17,60773,14.487495269280767,51.4,57.9,46.9,7.8,0,Wednesday,11
11/2/17,70810,15.926368921527089,63,72,46.9,6.7,0,Thursday,11
11/3/17,71818,17.543681946030247,66.1,75,57.9,7.6,0,Friday,11
11/4/17,53435,21.41534419,53.1,75,48,10.3,0,Saturday,11
11/5/17,34943,14.415929752263207,54.8,61,48,7.8,0.02,Sunday,11
11/6/17,57606,14.303749898737403,62.6,66,52,7.8,0.08,Monday,11
11/7/17,36362,14.375742991767961,48,66,42.1,10.3,0,Tuesday,11
11/8/17,54211,14.70585459285631,43.4,51.1,39.9,9.5,0.6,Wednesday,11
11/9/17,58417,15.011814768531995,47.6,55.9,39.9,6.5,0,Thursday,11
11/10/17,38432,13.714919858451291,44.4,55.9,30.9,15.2,0,Friday,11
11/11/17,28142,13.736916945016937,31,37.9,26.1,11.3,0,Saturday,11
11/12/17,32471,14.865645755699962,39.5,46.9,26.1,4.3,0,Sunday,11
11/13/17,38753,12.488074901728032,45.4,50,34,6.2,0,Monday,11
11/14/17,52279,13.640246561716946,43,50,39,8.3,0.05,Tuesday,11
11/15/17,54230,12.714872764152684,43.5,51.1,37.9,7.4,0,Wednesday,11
11/16/17,49737,13.12145016118115,52.2,59,37.9,10.2,0.7,Thursday,11
11/17/17,48991,14.67311649078402,45.5,59,41,16.8,0.08,Friday,11
11/18/17,27745,14.609453354958852,44,52,36,7.2,0,Saturday,11
11/19/17,31598,15.503607823279953,53.5,60.1,36,15.7,0.33,Sunday,11
11/20/17,45121,12.479933216610155,43.1,60.1,37,13.1,0.02,Monday,11
11/21/17,52451,15.00182583109315,49.1,59,37,11.2,0,Tuesday,11
11/22/17,32298,15.141786901149709,51.7,59,43,8.7,0,Wednesday,11
11/23/17,13705,17.551150431715907,38.7,55,34,10.9,0.16,Thursday,11
11/24/17,23724,18.908367054459628,43,51.1,34,5.7,0,Friday,11
11/25/17,30518,25.398836205954954,48.6,57.9,37,6.9,0,Saturday,11
11/26/17,27181,13.695223992249486,49.3,57.9,42.1,13,0,Sunday,11
11/27/17,46733,13.079298711117771,45.3,53.1,42.1,12.9,0,Monday,11
11/28/17,51170,13.056802488437235,44,53.1,37,8.1,0,Tuesday,11
11/29/17,55295,13.357888898936007,54.4,64,37,10.4,0,Wednesday,11
11/30/17,51700,11.952303352675695,44.2,64,39.9,7.3,0,Thursday,11
12/1/17,50708,12.975768452052273,50.4,54,39.9,9.3,0.02,Friday,12
12/2/17,38923,14.491770932353624,44.2,53.1,39.9,5.5,0,Saturday,12
12/3/17,33728,13.151542239879825,45.3,48,39.9,5,0,Sunday,12
12/4/17,49630,12.860659211498422,45.5,52,39.9,5,0,Monday,12
12/5/17,41792,12.433630040837164,53.8,60.1,39.9,11.4,0,Tuesday,12
12/6/17,46335,12.19723427214848,50.1,60.1,41,11.9,0.69,Wednesday,12
12/7/17,45367,12.206890471047236,42.7,59,39.9,13.2,0,Thursday,12
12/8/17,41330,11.662685700459715,39.1,46,36,8.7,0,Friday,12
12/9/17,10804,13.785826237196098,35.2,41,30.9,6.8,0,Saturday,12
12/10/17,19815,13.854088653377072,35,39.9,30.9,10.9,0.34,Sunday,12
12/11/17,41838,12.989079704256097,38,43,32,9.4,0,Monday,12
12/12/17,42620,12.225013295792277,44.5,51.8,39,9.6,0,Tuesday,12
12/13/17,32623,11.803366234456261,29.2,51.1,21.9,21,0,Wednesday,12
12/14/17,27495,13.303009031945201,28.3,33.1,21.9,11.2,0.05,Thursday,12
12/15/17,22944,11.740416521385404,25.5,33.1,23,6.5,0.02,Friday,12
12/16/17,19060,12.256758481986708,30.9,39.9,23,12.9,0.13,Saturday,12
12/17/17,22403,11.635068220030062,35.7,39.9,25,5.9,0,Sunday,12
12/18/17,40168,12.76125979220607,38.4,46.9,33.1,5.7,0.02,Monday,12
12/19/17,49503,11.826513207953727,50.2,55.9,34,10.9,0,Tuesday,12
12/20/17,41463,14.18623109760509,47.7,55.9,39.9,14.3,0,Wednesday,12
12/21/17,37592,11.657265286940486,37.2,53.1,34,9.2,0,Thursday,12
12/22/17,34341,14.511359113984257,40.1,51.1,34,6.3,0,Friday,12
12/23/17,9608,17.304975020815995,41.2,53.1,36,7.4,0.05,Saturday,12
12/24/17,13216,13.150605326876518,40.3,53.1,37,10.1,0.49,Sunday,12
12/25/17,6479,16.748487420898293,36.3,41,32,15.8,0.23,Monday,12
12/26/17,14113,11.752530763598575,27,39,24.1,16.4,0.22,Tuesday,12
12/27/17,16365,13.723589978612893,22.8,28.9,19,10.5,0,Wednesday,12
12/28/17,13420,11.014924242424241,17.3,25,14,15.2,0,Thursday,12
12/29/17,13759,10.915011992150593,15.5,21.9,12,12,0,Friday,12
12/30/17,5956,12.390043653458696,20,23,18,7.8,0,Saturday,12
12/31/17,6569,13.172436190186231,22,23,19.9,13.6,0.48,Sunday,12
1/1/18,5500,20.771800000000006,12.6,21.9,8.1,15.1,0,Monday,1
1/2/18,18818,11.343925142593969,18.4,26.1,8.1,12.3,0,Tuesday,1
1/3/18,24299,11.21089756780114,22.6,30,14,7.5,0,Wednesday,1
1/4/18,1922,17.328407908428719,26.1,30,17.1,17,0.02,Thursday,1
1/5/18,4972,16.16085746849021,16.7,28.9,10,22.4,0,Friday,1
1/6/18,4295,29.805723709740011,11.8,19.9,8.1,19.8,0,Saturday,1
1/7/18,5640,12.762567966903072,10.8,18,6.1,11.7,0,Sunday,1
1/8/18,15821,17.417178644417763,22.2,30.9,6.1,9.4,0,Monday,1
1/9/18,25091,13.094970308078592,35.5,43,18,11.2,0,Tuesday,1
1/10/18,28252,11.869496554816182,34.2,43,26.1,6.1,0,Wednesday,1
1/11/18,33961,12.063514030800032,40.1,46.9,26.1,4.8,0,Thursday,1
1/12/18,22254,13.361270632994819,47.9,60.1,35.1,9.4,0.01,Friday,1
1/13/18,17760,11.608766891891888,41.7,60.1,25,14.4,0.79,Saturday,1
1/14/18,12399,23.557887732881682,20,25,16,13.8,0.11,Sunday,1
1/15/18,17637,11.038549639961444,21.6,30,15.1,12.2,0,Monday,1
1/16/18,30278,11.388798247352314,27.9,33.1,16,6.9,0,Tuesday,1
1/17/18,19010,10.392363668244787,33.8,36,24.1,7.9,0.05,Wednesday,1
1/18/18,27662,11.015991251536406,26,36,19.9,12.4,0.12,Thursday,1
1/19/18,30525,11.873586677586678,31.2,39,19.9,9.6,0,Friday,1
1/20/18,28507,14.608504928614028,43.4,54,26.1,11,0,Saturday,1
1/21/18,27908,14.161231546509969,46.1,54,37,5.3,0,Sunday,1
1/22/18,36865,20.773647090736471,42.1,52,37.9,7.1,0,Monday,1
1/23/18,28797,13.39751131483604,44.8,59,35.6,9.1,0.03,Tuesday,1
1/24/18,36078,11.51498974,42.9,60.1,34,14.2,0.28,Wednesday,1
1/25/18,31147,11.391361928917711,29.5,45,24.1,14.6,0,Thursday,1
1/26/18,33073,11.978674447434464,32,39,24.1,6.6,0,Friday,1
1/27/18,34351,22.878358708625647,42.1,57,28,7.8,0,Saturday,1
1/28/18,20101,21.784186524716851,50.3,57,35.1,6.4,0.19,Sunday,1
1/29/18,36799,11.981148944264792,42.8,54,39,8.8,0.08,Monday,1
1/30/18,27996,10.918298447397246,34.2,44.1,30,11.2,0.06,Tuesday,1
1/31/18,31276,11.032208402609031,26.2,37,19,13,0,Wednesday,1
2/1/18,35561,11.316653543676123,36.9,45,19,8.1,0,Thursday,2
2/2/18,26313,10.905258490733351,33.4,45,21.9,13.7,0.23,Friday,2
2/3/18,18385,12.369982775813614,22.4,39,17.1,13.5,0.18,Saturday,2
2/4/18,13959,11.171521360173841,34.8,45,17.1,8.2,0,Sunday,2
2/5/18,29068,12.037206435484611,37.4,46.9,30,12.6,1.01,Monday,2
2/6/18,34102,11.455167829843797,31.6,41,28,6.1,0,Tuesday,2
2/7/18,15289,10.588302047223495,32.8,46.9,28,8.3,0,Wednesday,2
2/8/18,31564,17.388288345372356,32.8,46.9,26.1,12.9,0.85,Thursday,2
2/9/18,31567,11.610650362720566,30.8,36,26.1,8.2,0,Friday,2
2/10/18,16324,15.006767132238828,42,51.1,28,5.5,0,Saturday,2
2/11/18,8809,11.403112347220645,45.6,60.1,37.9,4.7,0.82,Sunday,2
2/12/18,35139,18.194091560184795,48.1,63,41,11.4,0.99,Monday,2
2/13/18,35189,11.132938797161989,33,41,27,9.9,0,Tuesday,2
2/14/18,39591,13.461018918441059,40.5,54,27,6.8,0.01,Wednesday,2
2/15/18,44193,12.132828351398031,51,61,36,6.8,0.13,Thursday,2
2/16/18,29191,11.969708129217917,56.1,61,44.1,9.1,0.16,Friday,2
2/17/18,17921,15.176228075070213,36,59,30,11.3,0.05,Saturday,2
2/18/18,21538,17.153192806512518,37.6,45,30,8.8,0.62,Sunday,2
2/19/18,25677,12.832399293790811,41.5,48.9,33.1,5.6,0.02,Monday,2
2/20/18,44480,17.409540242805754,53.9,70,33.1,6.9,0.03,Tuesday,2
2/21/18,53115,30.362447833317628,61.8,79,46.9,7.7,0,Wednesday,2
2/22/18,27010,11.093625200543007,50.6,79,37.9,10.1,0.02,Thursday,2
2/23/18,25634,12.696981222855067,37.8,41,37,9.1,0.11,Friday,2
2/24/18,25550,14.260973255055445,46.7,54,36,7.4,0.07,Saturday,2
2/25/18,16150,19.660624355005172,42.3,54,39.9,9.6,0.62,Sunday,2
2/26/18,42570,12.379549369665648,46.1,52,39.9,6.4,0.22,Monday,2
2/27/18,48516,14.211650452084534,47.3,57,39.9,7.5,0,Tuesday,2
2/28/18,50709,15.028157723481034,49.5,62.1,39.9,9.2,0,Wednesday,2
3/1/18,45564,13.900288970824921,54.5,62.1,42.1,6,0,Thursday,3
3/2/18,6855,13.45228544,41.9,57.9,35.6,19.1,1.47,Friday,3
3/3/18,28364,16.372609646030178,40.6,46.9,36,20.1,0.71,Saturday,3
3/4/18,25262,13.329999604148526,41.9,46.9,37.9,16.6,0,Sunday,3
3/5/18,36774,11.714059752361273,37.5,44.1,35.1,15.7,0,Monday,3
3/6/18,42689,13.188295189236884,39.5,46.9,34,8.2,0,Tuesday,3
3/7/18,8188,10.351335287412473,36.6,41,33.8,14.7,0.1,Wednesday,3
3/8/18,28440,11.28990623534928,37.4,42.1,34,12.7,0.8,Thursday,3
3/9/18,34912,12.983422128017107,36.8,44.1,30.9,14,0,Friday,3
3/10/18,25444,14.896088141277579,37.4,44.1,30.9,14,0,Saturday,3
3/11/18,27597,24.68953388653356,38.9,46,33.1,10.3,0,Sunday,3
3/12/18,36340,13.356089708310405,38.2,46,33.1,10.5,0,Monday,3
3/13/18,23137,11.048184005417012,37.3,43,33.1,14.1,0.21,Tuesday,3
3/14/18,35377,11.430208421667562,36.7,42.1,32,16.3,0.05,Wednesday,3
3/15/18,39574,21.854904314280422,38.6,48,32,15,0,Thursday,3
3/16/18,34921,12.061142292603304,37.6,48,34,16.7,0,Friday,3
3/17/18,27672,17.893754818348267,36.4,48,28.9,14.8,0,Saturday,3
3/18/18,25158,14.375474998012562,37.4,48,28.9,11.6,0,Sunday,3
3/19/18,39278,12.724122070030718,39.8,46.9,30,7,0,Monday,3
3/20/18,35532,11.492039569965105,35.9,46.9,30.9,9.8,0,Tuesday,3
3/21/18,3755,12.19300488237905,35.7,39.9,30.9,15.1,0,Wednesday,3
3/22/18,27308,11.82065206777013,39.6,51.1,32,13.8,0.64,Thursday,3
3/23/18,38528,13.433641767026577,42.7,51.1,33.1,11,0.01,Friday,3
3/24/18,34398,20.730486268581497,43.3,51.1,37,10.2,0,Saturday,3
3/25/18,25562,12.974195420285314,40.4,51.1,35.1,11,0,Sunday,3
3/26/18,40295,12.767646523555443,40.4,50,34,9.1,0,Monday,3
3/27/18,41354,12.178721526333609,39.4,50,34,5.8,0,Tuesday,3
3/28/18,42520,12.539774223894643,43.7,52,35.1,5.5,0.04,Wednesday,3
3/29/18,39293,16.089561754001988,49.6,53.1,39,5.2,0.03,Thursday,3
3/30/18,34787,13.86275381,50.1,60.1,43,6.3,0.02,Friday,3
3/31/18,41794,26.894350066197703,47.1,60.1,39.9,10.7,0.04,Saturday,3
4/1/18,33149,21.496862147676659,50.4,59,39.9,11,0,Sunday,4
4/2/18,22063,16.397754913958511,39.8,59,32,8.1,0.4,Monday,4
